,lat,admin1,lon,name,admin2,countryname,cc
598,4.88396,Rivers,6.86021,Emuoha,,Nigeria,NG
599,6.49611,Lagos,3.38778,Makoko,,Nigeria,NG
600,7.77104,Osun,4.55698,Osogbo,,Nigeria,NG
601,6.49611,Lagos,3.38778,Makoko,,Nigeria,NG
602,4.9517,Cross River,8.322,Calabar,,Nigeria,NG
603,7.7411,Benue,8.5121,Makurdi,,Nigeria,NG
604,4.64122,Akwa Ibom,7.92092,Eket,,Nigeria,NG
605,4.77742,Rivers,7.0134,Port Harcourt,,Nigeria,NG
606,7.4824,Osun,4.56032,Ile-Ife,,Nigeria,NG
607,8.58263,Kwara,4.71622,Oke-Oyi,,Nigeria,NG
608,7.4824,Osun,4.56032,Ile-Ife,,Nigeria,NG
609,6.49611,Lagos,3.38778,Makoko,,Nigeria,NG
610,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
611,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
612,6.49611,Lagos,3.38778,Makoko,,Nigeria,NG
613,4.88396,Rivers,6.86021,Emuoha,,Nigeria,NG
614,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
615,7.7411,Benue,8.5121,Makurdi,,Nigeria,NG
616,9.05785,Abuja Federal Capital Territory,7.49508,Abuja,,Nigeria,NG
617,4.9517,Cross River,8.322,Calabar,,Nigeria,NG
618,7.47103,Oyo,3.7574,Ido,,Nigeria,NG
619,10.28969,Gombe,11.16729,Gombe,,Nigeria,NG
620,6.44258,Enugu,7.5022,Enugu,,Nigeria,NG
621,10.52641,Kaduna,7.43879,Kaduna,,Nigeria,NG
622,7.80236,Kogi,6.74301,Lokoja,,Nigeria,NG
623,7.77104,Osun,4.55698,Osogbo,,Nigeria,NG
624,8.4939,Nassarawa,8.51532,Lafia,,Nigeria,NG
625,4.88396,Rivers,6.86021,Emuoha,,Nigeria,NG
626,7.23251,Ogun,3.52819,Odeda,,Nigeria,NG
627,7.36308,Benue,9.04235,Yandev,,Nigeria,NG
628,6.49611,Lagos,3.38778,Makoko,,Nigeria,NG
629,6.59651,Lagos,3.34205,Ikeja,,Nigeria,NG
630,7.80236,Kogi,6.74301,Lokoja,,Nigeria,NG
631,6.49611,Lagos,3.38778,Makoko,,Nigeria,NG
632,6.743,Edo,6.14029,Ekpoma,,Nigeria,NG
633,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
634,6.58421,Lagos,3.38026,Ojota,,Nigeria,NG
635,6.743,Edo,6.14029,Ekpoma,,Nigeria,NG
636,4.64122,Akwa Ibom,7.92092,Eket,,Nigeria,NG
637,5.48333,Imo,7.03041,Owerri,,Nigeria,NG
638,8.13373,Oyo,4.24014,Ogbomoso,,Nigeria,NG
639,8.13373,Oyo,4.24014,Ogbomoso,,Nigeria,NG
640,7.77104,Osun,4.55698,Osogbo,,Nigeria,NG
641,6.81944,Ogun,3.91731,Ijebu-Ode,,Nigeria,NG
642,5.48333,Imo,7.03041,Owerri,,Nigeria,NG
643,9.61524,Niger,6.54776,Minna,,Nigeria,NG
644,9.05785,Abuja Federal Capital Territory,7.49508,Abuja,,Nigeria,NG
645,7.80236,Kogi,6.74301,Lokoja,,Nigeria,NG
646,6.32485,Ebonyi,8.11368,Abakaliki,,Nigeria,NG
647,7.77104,Osun,4.55698,Osogbo,,Nigeria,NG
648,7.77104,Osun,4.55698,Osogbo,,Nigeria,NG
649,7.10651,Kogi,6.73415,Idah,,Nigeria,NG
650,4.88396,Rivers,6.86021,Emuoha,,Nigeria,NG
651,9.27995,Abuja Federal Capital Territory,7.38045,Bwari,,Nigeria,NG
652,6.33815,Edo,5.62575,Benin City,,Nigeria,NG
653,7.79148,Ekiti,5.50865,Ikole-Ekiti,,Nigeria,NG
654,4.9517,Cross River,8.322,Calabar,,Nigeria,NG
655,9.7291,Plateau,8.79138,Vom,,Nigeria,NG
656,9.92849,Plateau,8.89212,Jos,,Nigeria,NG
657,7.763,Oyo,3.91935,Jobele,,Nigeria,NG
658,7.15571,Ogun,3.34509,Abeokuta,,Nigeria,NG
659,7.15571,Ogun,3.34509,Abeokuta,,Nigeria,NG
660,7.62329,Ekiti,5.22087,Ado-Ekiti,,Nigeria,NG
661,4.9517,Cross River,8.322,Calabar,,Nigeria,NG
662,5.05127,Akwa Ibom,7.9335,Uyo,,Nigeria,NG
663,7.06756,Edo,6.2636,Auchi,,Nigeria,NG
664,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
665,6.33815,Edo,5.62575,Benin City,,Nigeria,NG
666,7.1962,Ondo,5.58681,Owo,,Nigeria,NG
667,9.28333,Adamawa,12.46667,Jimeta,,Nigeria,NG
668,7.77104,Osun,4.55698,Osogbo,,Nigeria,NG
669,9.28333,Adamawa,12.46667,Jimeta,,Nigeria,NG
670,7.7411,Benue,8.5121,Makurdi,,Nigeria,NG
671,9.41667,Plateau,9.21667,Panyam,,Nigeria,NG
672,7.78942,Ekiti,5.24852,Ifaki,,Nigeria,NG
673,7.25256,Ondo,5.19312,Akure,,Nigeria,NG
674,7.52591,Ondo,5.75342,Ikare,,Nigeria,NG
675,7.52591,Ondo,5.75342,Ikare,,Nigeria,NG
676,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
677,5.10658,Abia,7.36667,Aba,,Nigeria,NG
678,7.5677,Kogi,6.9863,Abocho,,Nigeria,NG
679,4.97032,Bayelsa,6.10915,Amassoma,,Nigeria,NG
680,5.52627,Abia,7.48959,Umuahia,,Nigeria,NG
681,11.80937,Kano,8.84422,Wudil,,Nigeria,NG
682,5.79023,Delta,6.10473,Abraka,,Nigeria,NG
683,10.52641,Kaduna,7.43879,Kaduna,,Nigeria,NG
684,7.78942,Ekiti,5.24852,Ifaki,,Nigeria,NG
685,7.79976,Ekiti,5.33242,Oye-Ekiti,,Nigeria,NG
686,8.49664,Kwara,4.54214,Ilorin,,Nigeria,NG
687,10.31344,Bauchi,9.84327,Bauchi,,Nigeria,NG
688,9.28333,Adamawa,12.46667,Jimeta,,Nigeria,NG
689,9.27995,Abuja Federal Capital Territory,7.38045,Bwari,,Nigeria,NG
690,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
691,5.48333,Imo,7.03041,Owerri,,Nigeria,NG
692,6.33815,Edo,5.62575,Benin City,,Nigeria,NG
693,11.11128,Kaduna,7.7227,Zaria,,Nigeria,NG
694,6.21253,Anambra,7.07231,Awka,,Nigeria,NG
695,8.4939,Nassarawa,8.51532,Lafia,,Nigeria,NG
696,8.49664,Kwara,4.54214,Ilorin,,Nigeria,NG
697,8.49664,Kwara,4.54214,Ilorin,,Nigeria,NG
698,6.56536,Edo,5.35443,Iguobazuwa,,Nigeria,NG
699,7.7411,Benue,8.5121,Makurdi,,Nigeria,NG
700,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
701,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
702,9.08044,Niger,6.0099,Bida,,Nigeria,NG
703,7.1962,Ondo,5.58681,Owo,,Nigeria,NG
704,7.15571,Ogun,3.34509,Abeokuta,,Nigeria,NG
705,8.13373,Oyo,4.24014,Ogbomoso,,Nigeria,NG
706,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
707,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
708,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
709,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
710,7.37756,Oyo,3.90591,Ibadan,,Nigeria,NG
711,26.73841,,-11.67194,Smara,,Western Sahara,EH
712,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
713,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
714,-20.06373,Masvingo,30.82766,Masvingo,,Zimbabwe,ZW
715,-18.52785,Manicaland,32.12843,Rusape,,Zimbabwe,ZW
716,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
717,-20.28979,Matabeleland South,28.92261,Esigodini,,Zimbabwe,ZW
718,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
719,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
720,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
721,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
722,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
723,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
724,-20.93333,Matabeleland South,29,Gwanda,,Zimbabwe,ZW
725,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
726,-18.89112,Manicaland,32.69781,Penhalonga,,Zimbabwe,ZW
727,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
728,-17.89,Harare,31.1475,Epworth,,Zimbabwe,ZW
729,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
730,-20.15,Bulawayo,28.58333,Bulawayo,,Zimbabwe,ZW
731,-20.18833,Manicaland,32.62365,Chipinge,,Zimbabwe,ZW
732,-18.93149,Matabeleland North,27.80696,Lupane,,Zimbabwe,ZW
733,-20.06373,Masvingo,30.82766,Masvingo,,Zimbabwe,ZW
734,-20.15,Bulawayo,28.58333,Bulawayo,,Zimbabwe,ZW
735,-19.03333,Midlands,29.78333,Redcliff,,Zimbabwe,ZW
736,-20.15,Bulawayo,28.58333,Bulawayo,,Zimbabwe,ZW
737,-17.82772,Harare,31.05337,Harare,,Zimbabwe,ZW
738,-15.78721,Southern Region,35.03046,Makata,,Malawi,MW
